ID,Person,Survey_Type,Score,Comment,Permalink,Created_At,Updated_At
124825104,610912463,nps,10,The forms were very easy to complete.  They were worded in a way that was easy to understand.,https://app.delighted.com/r/hkCgjSDSBIrM5III5HCX9UHRIdXrfXMw,05/08/2020 10:05:00,05/08/2020 10:05:42
124825147,610912165,nps,10,"The process was very user friendly and put everything in a clear, concise order and had easy instructions on how to complete the entire process.",https://app.delighted.com/r/GBVVErNLJEb87eA7wOD9e1zqolrCVdsq,05/08/2020 10:05:23,05/08/2020 10:06:31
124828203,610912803,nps,9,website was easy to navigate,https://app.delighted.com/r/aNSydmTCFej60zAXwBewoATbq6vW3C8j,05/08/2020 10:27:59,05/08/2020 10:28:23
124832376,610912669,nps,10,Great service provided by Metlife,https://app.delighted.com/r/ApZGuT27K5dRiN6CRVXdMyrtHHcQPaBa,05/08/2020 10:58:45,05/08/2020 10:59:20
124833667,610912256,nps,7,,https://app.delighted.com/r/LoMcKKU3F2avs0QVy4CoUGmwe8h9SRUT,05/08/2020 11:07:35,05/08/2020 11:07:35
124839347,610913140,nps,10,Simple to use,https://app.delighted.com/r/dEVLdxWkW5PhpNVgEiOlsbvtDK4aFx1l,05/08/2020 11:46:45,05/08/2020 11:46:52
124839726,610912326,nps,10,The process for completing the documents were very easy and did not take long to complete. This is an awesome free service that is greatly needed especially during times like this. I feel better knowing that I now have my wishes is writing in the event of medical emergency or death.  Thanks Metlife!,https://app.delighted.com/r/LkJihmOfOCF2lrtEAKmcKbdoHe3qPHx4,05/08/2020 11:49:32,05/08/2020 11:59:17
124848555,610912087,nps,10,,https://app.delighted.com/r/cKcjYx3HrGI6Etf6zySRWYVDmbvB2ivp,05/08/2020 12:50:53,05/08/2020 12:50:53
124858999,610912206,nps,10,Very well written !,https://app.delighted.com/r/KfZanOEcQYlTs7laAm9hqhAACUYBPnL8,05/08/2020 14:06:15,05/08/2020 14:06:37
124874319,610912555,nps,10,"Very user friendly, quick service. ",https://app.delighted.com/r/JAZxdFVXTRXbV8LuuNc8Ik7n8rSd3LEy,05/08/2020 15:59:23,05/08/2020 15:59:38
124879992,610913147,nps,10,I have already recommended it to someone. Easy and very simple!,https://app.delighted.com/r/BWwCVPDBcAevHYAeBCpjCGAzrsbmexdp,05/08/2020 16:44:21,05/08/2020 16:44:51
124894724,610913066,nps,10,"Fast, free, user friendly!",https://app.delighted.com/r/gvC5YayDsuVjRtUViz4ZzKLHhMw3aJ1W,05/08/2020 18:50:48,05/08/2020 18:51:08
124895031,610912797,nps,10,,https://app.delighted.com/r/EaaDVzD7JyrF2BfwQ2HqBhMVnFZvzfLA,05/08/2020 18:53:17,05/08/2020 18:53:17
124910110,610912366,nps,10,,https://app.delighted.com/r/ISyS7XJY5j2acrV9k4B5VYiEYd75tRRH,05/08/2020 21:20:20,05/08/2020 21:20:20
125000348,610913183,nps,10,"As a single mother I have been wanting and needing to get a ""Will"" done, to protect me and my children assets.  Metlife format made the process of doing it effortless. I was able to write my ""Will"", edit it and print it in less than 30 minutes. Amazing. ",https://app.delighted.com/r/N6BGuqR9sFANtHNNFXXducZJnqXGkMt7,05/09/2020 16:34:22,05/09/2020 16:41:31
125042680,610912510,nps,8,,https://app.delighted.com/r/zVrU5WOk7nNtpjcJ51yZx96mU5WEsZqU,05/10/2020 00:42:25,05/10/2020 00:42:25
125103454,610912063,nps,9,,https://app.delighted.com/r/cOAu6u6Op2T2rNwuX1iMnOpHYRpol8bj,05/10/2020 14:31:32,05/10/2020 14:31:32
125198457,610912634,nps,9,n/a,https://app.delighted.com/r/Alw9rF1IdA6YbrUgTHUy8iZWou4O59TM,05/11/2020 07:55:13,05/11/2020 07:55:21
125203561,610912349,nps,10,Quick and easy,https://app.delighted.com/r/bRlHuPcilWi0jpoaFL6lsati3SxHjClQ,05/11/2020 08:30:56,05/11/2020 08:31:05
125204212,610912576,nps,10,"It is an important tool, to assist those who stay do right. ",https://app.delighted.com/r/OpO8i17R4iUgGftbm6KAYxYESdhmFA4P,05/11/2020 08:35:03,05/11/2020 08:38:25
125204538,610912890,nps,10,,https://app.delighted.com/r/Pxpf0vZZ8otptS4VPftiWbHelkVgIhpc,05/11/2020 08:37:10,05/11/2020 08:37:10
125211877,610912685,nps,10,,https://app.delighted.com/r/yRatqB3AzGlft1dimvdOQBXzJg1o7iwd,05/11/2020 09:23:29,05/11/2020 09:23:29
125215714,611704803,nps,9,Very convenient. Simple and easy to use. ,https://app.delighted.com/r/Y3htwJHOpRRfIhTS50GtSAM04CXAgVbB,05/11/2020 09:46:18,05/11/2020 09:48:01
125250849,610912194,nps,10,It was quick and easy.,https://app.delighted.com/r/DNqak7b6qPtHJ9GrC0m4NU8LZMYTOGLL,05/11/2020 13:02:06,05/11/2020 13:03:02
125251997,613533266,nps,5,,https://app.delighted.com/r/mE1qwZDzztiml1l7CgwKpfRwGyneowh9,05/11/2020 13:08:32,05/11/2020 13:08:32
125257195,610913083,nps,10,,https://app.delighted.com/r/KuUcKPg6MJlDaMz4E9WwxPjVDpFb138A,05/11/2020 13:38:43,05/11/2020 13:38:43
125257580,613379719,nps,10,Very happy to get this free service! ,https://app.delighted.com/r/ulSO29Jfs2gOTNMaeeWzlvwU4nTRuPec,05/11/2020 13:40:58,05/11/2020 13:41:14
125264396,613601201,nps,9,"Great program, I do wish there was some more customization ability to the willing program. ",https://app.delighted.com/r/NKiaD1YvHflK3D1P1Ee2OQ6QHLqgIrlo,05/11/2020 14:22:04,05/11/2020 14:22:35
125269691,610912343,nps,10,,https://app.delighted.com/r/T44h1TKp9Zj4CmsPFZOM8rWUcuhbcjhd,05/11/2020 14:54:06,05/11/2020 14:54:06
125285660,613754032,nps,10,,https://app.delighted.com/r/CfALfgym5YIbq8hrDNneNHgq9zQCnFzv,05/11/2020 16:35:35,05/11/2020 16:35:35
125289356,613754121,nps,10,"The process of completing the living will was very simple. Your representative was also very helpful. Thanks for offering this to my company for free, I appreciate it.",https://app.delighted.com/r/7RQnFdxP39m9pLPNqDlBvx7sE1X9DzkH,05/11/2020 17:01:11,05/11/2020 17:02:13
125366098,613838109,nps,10,"Easy to use, great documents, convenient and clearly states this is not legal advice. ",https://app.delighted.com/r/3ffUuEyfYsdGdHwloubfwHyBEb4PPJiM,05/12/2020 08:19:22,05/12/2020 08:20:10
125413310,610912258,nps,9,,https://app.delighted.com/r/FwoB10Klgv6LPKkK7elG8oES673uqMZ1,05/12/2020 13:01:43,05/12/2020 13:01:43
125449864,610912136,nps,10,The process was easy and it helped to make something I've been putting off much easier to follow through on.  ,https://app.delighted.com/r/yQYEWHXJwv37EAq1i93SnIJGePHEVkzE,05/12/2020 17:02:46,05/12/2020 17:03:21
125458025,613379674,nps,10,,https://app.delighted.com/r/TItUtiI7nFsCOqW1B0Mks2JNYzDyM5KZ,05/12/2020 18:06:29,05/12/2020 18:06:29
125707066,615982843,nps,10,,https://app.delighted.com/r/VG5bwcYO8vZ4f927tLJw6P3jpFo6KoX7,05/14/2020 10:31:50,05/14/2020 10:35:00
125707237,615983007,nps,10,Ease of use,https://app.delighted.com/r/OEFXjLSEOn3czlNfPW9MMCqfT5L5ZxHy,05/14/2020 10:32:49,05/14/2020 10:32:58
125707331,615982873,nps,10,,https://app.delighted.com/r/ovlvRH6kQcHvdRG50YF2pgfIvISFgPYv,05/14/2020 10:33:25,05/14/2020 10:33:25
125707482,615983355,nps,10,,https://app.delighted.com/r/25g7MkCM5dTRFA0ywMT14Bb1yiaxY8iu,05/14/2020 10:34:18,05/14/2020 10:34:18
125707512,615983427,nps,10,,https://app.delighted.com/r/8JjrxfZPZ8aZ6VAo9o5fYJBtrQOayXK7,05/14/2020 10:34:30,05/14/2020 10:35:53
125707631,615983370,nps,4,,https://app.delighted.com/r/VuvMFWIDYxBq1DOOtiUGtpcgwsVqnWBk,05/14/2020 10:35:09,05/14/2020 10:35:09
125707634,615983474,nps,10,Very easy to navigate,https://app.delighted.com/r/PlyLZCeXvFwZ38y8jgqXHUb77iEGhApt,05/14/2020 10:35:10,05/14/2020 10:35:35
125707663,615983492,nps,10,It was easy for me.,https://app.delighted.com/r/BNQOLgzfBFNo87luhIlhJURicHNQqrEG,05/14/2020 10:35:16,05/14/2020 10:35:52
125707657,615982847,nps,10,Easy,https://app.delighted.com/r/rObOpnMjzjf1QmfFwM9WyzwXRi9aIaEd,05/14/2020 10:35:16,05/14/2020 10:35:20
125707678,615983576,nps,10,This was so easy to do! And I downloaded and printed it afterwards. Much better than going to a lawyer!,https://app.delighted.com/r/d2PtqXEfOD3MWXJcMTPtQtmxjSFtUHRP,05/14/2020 10:35:20,05/14/2020 10:39:13
125707962,615982763,nps,7,,https://app.delighted.com/r/yuDdQ7Mi1Qe6vbpOuNW5lpZXX39LmwMS,05/14/2020 10:36:49,05/14/2020 10:36:49
125708579,615983538,nps,10,Great thing that the company is doin. ,https://app.delighted.com/r/r1IidIJw08LpVEyz0szt4kUZgriNj7Bd,05/14/2020 10:40:45,05/14/2020 11:28:47
125708717,615982876,nps,10,,https://app.delighted.com/r/tdjfm0xUIk3AMVkFnO4mMZEozIX0bWV4,05/14/2020 10:41:26,05/14/2020 10:41:26
125708843,615983608,nps,10,"I THINK IT IS AWSOME THAT METLIFE IS OFFERING THIS TO HEALTH CARE WORKERS IN THIS COVID-19 CRISIS AND NOT ONLY THAT, BUT AT THE TIME WHEN YOUR LOVED ONE IS SICK OR GOING THROUGH IT,  AND YOU HAVE A LOT ON YOUR MIND ALREADY. YOU DON'T HAVE TO WORRY ABOUT WHAT TO DO FOR THEM IF ANYTHING HAPPENS. IT'S ALL SET-UP ALREADY.",https://app.delighted.com/r/fZsvsiUhYqVR7okOPUulChEzU5TeykSF,05/14/2020 10:42:18,05/14/2020 10:52:49
125708951,615982877,nps,10,"It was easy to understand and fast
Easy to follow steps and I felt very good at  the end of it.
Also all we need to do is take this to a notary and we are done.
It helps drafting something that we can read ",https://app.delighted.com/r/aMLCu3Y5K9sYprsG91JUZfFRgT4bwvgo,05/14/2020 10:43:05,05/14/2020 10:44:28
125708986,615983280,nps,10,Easy to use,https://app.delighted.com/r/9cPolXGiuOzfeVHcJnXIEPJbBjbEkXok,05/14/2020 10:43:17,05/14/2020 10:43:24
125709105,615983487,nps,10,,https://app.delighted.com/r/0WABKx8WS8ZpK1oUu9WcjPiBhJwG9DGJ,05/14/2020 10:43:59,05/14/2020 10:43:59
125709114,615509121,nps,10,Super easy! Thankful to have it done.,https://app.delighted.com/r/YRC7FLPRxjwfbKsRLaQTKooftWJv35Sh,05/14/2020 10:44:02,05/14/2020 10:45:05
125709522,615982824,nps,10,It was easy to do.,https://app.delighted.com/r/cJeVA28ZDc9Y8VkEt66OQ15cEMaR0QU3,05/14/2020 10:46:46,05/14/2020 10:46:59
125709562,615983404,nps,8,,https://app.delighted.com/r/yf2kk9Nr0U4GYeyzOzS1NFEWwLFCtayU,05/14/2020 10:46:59,05/14/2020 10:46:59
125709624,615983605,nps,10,,https://app.delighted.com/r/cpdIAxUKNtUTpYO34pZxd9s33kWi4lhP,05/14/2020 10:47:23,05/14/2020 10:47:23
125709638,615983549,nps,9,,https://app.delighted.com/r/tGUz38VkvRf6zzKelJHKOJspZgCeja2X,05/14/2020 10:47:27,05/14/2020 10:47:27
125709680,615983497,nps,10,it was a very easy site to complete,https://app.delighted.com/r/Qpr8JufccjRDtwnRCJEJ2upBY5xERrVE,05/14/2020 10:47:43,05/14/2020 10:48:03
125709909,615983276,nps,10,GREAT SERVICE ,https://app.delighted.com/r/enaZbO6esxDUxLoGLWzFPNhNP8Gb5dYS,05/14/2020 10:49:28,05/14/2020 10:49:36
125709914,615983064,nps,10,Very easy and user friendly ,https://app.delighted.com/r/56DzlpEmBF5bHorCxwmGaFatD1ghwjjI,05/14/2020 10:49:30,05/14/2020 10:49:50
125710050,615983501,nps,10,Simple to use and a great service. Allows individuals to complete documents that are so important without cost being a prohibitive factor.,https://app.delighted.com/r/wj4TyJIYV22agelHVav6J38qC9IDBh7S,05/14/2020 10:50:27,05/14/2020 10:52:11
125710957,615983599,nps,10,,https://app.delighted.com/r/VQMQ2eHUoz1wqwfyaOS7Ay8JgIjIW5sR,05/14/2020 10:56:26,05/14/2020 10:56:26
125710971,615983371,nps,10,,https://app.delighted.com/r/vcilAOJkJDKjYAKvTqa9TEYNOTfbVyJy,05/14/2020 10:56:29,05/14/2020 10:56:29
125711101,615983178,nps,10,,https://app.delighted.com/r/358rLnoFQFtG7DBsOT1V03OZnFcJkx1m,05/14/2020 10:57:29,05/14/2020 10:57:29
125711620,615983374,nps,9,,https://app.delighted.com/r/nME4pylvxJ384pwpkvsUup2FmN0OuGU3,05/14/2020 11:01:08,05/14/2020 11:01:08
125711753,615983572,nps,10,,https://app.delighted.com/r/kXUgp9Y787QBJlECX0JzXs2zRzPUTEXb,05/14/2020 11:02:00,05/14/2020 11:02:00
125711954,615982775,nps,10,Very easy to use!,https://app.delighted.com/r/3VMRDIe8QvBCmzpoXRkeEaLc6jL3GtA8,05/14/2020 11:03:15,05/14/2020 11:03:25
125711979,615983357,nps,10,,https://app.delighted.com/r/S5cSEHwbfmUI9Bt4C5t7YoYMh5xIBIvf,05/14/2020 11:03:26,05/14/2020 11:03:26
125712178,616008803,nps,10,Very easy to use and understand. ,https://app.delighted.com/r/b0gmYA9lenyVe2vHHCP5RszIkhlWzNXC,05/14/2020 11:04:39,05/14/2020 11:04:56
125712214,615983344,nps,10,,https://app.delighted.com/r/bhqx27oFUe62zDrrWL9z4hP5aGwjJ2Zi,05/14/2020 11:04:54,05/14/2020 11:04:54
125712611,615983290,nps,10,Process is easy and user friendly!!,https://app.delighted.com/r/rdpS5ee6mCzMtfhvJwRR05QypnfKnr01,05/14/2020 11:07:12,05/14/2020 11:07:12
125713298,615983394,nps,10,,https://app.delighted.com/r/uxiwryNqf7Zzqx7ahOuOgpQSDmR6mJRB,05/14/2020 11:12:00,05/14/2020 11:12:00
125713475,615983535,nps,10,User friendly and quick to do,https://app.delighted.com/r/MqPBwd3BOdA1AmJ2XdETYQOwMEDNQTaK,05/14/2020 11:13:12,05/14/2020 11:13:27
125713848,615983262,nps,10,,https://app.delighted.com/r/FxYRduelpBeCAVlaKYslXGabYJwpAuP5,05/14/2020 11:15:38,05/14/2020 11:15:38
125715658,615983449,nps,7,,https://app.delighted.com/r/OLb6UfKEL42qX7NOXNuHS9cqskpUCfzB,05/14/2020 11:27:40,05/14/2020 11:27:40
125715794,615983578,nps,10,,https://app.delighted.com/r/KdGvVKuLcjiRwjUQo2wl4Mn5k4Vtrryr,05/14/2020 11:28:42,05/14/2020 11:28:42
125716005,615983067,nps,8,It's easy and it works ,https://app.delighted.com/r/Hy5TMYcJQ2BX3xc5yVjobOmGQNAzwsSN,05/14/2020 11:30:00,05/14/2020 11:30:26
125719483,615982783,nps,10,,https://app.delighted.com/r/QM5TfizR5QqEcHfdyCjCQdweSBdP6kFz,05/14/2020 11:53:40,05/14/2020 11:53:40
125720422,615983039,nps,10,It was so easy to do with explicit directions and have already recommended to my coworkers.,https://app.delighted.com/r/YKFAILbKtAo6Y2ARSHQPnxqyp879LVZw,05/14/2020 12:00:12,05/14/2020 12:00:56
125720449,615983078,nps,10,It was offered through my employer.  No cost to me so I took advantage of it. I am encouraging my coworkers to do the same.,https://app.delighted.com/r/SAftZ18mRbJU6bpMq2OqjVEfLAPTTsvd,05/14/2020 12:00:17,05/14/2020 12:01:37
125721218,615982943,nps,10,"it was free, but i can’t edit primary persons to make them co-executors, co-guardians etc.",https://app.delighted.com/r/6TIAFDO7GKBeMrUJI73fDrRpiIL8KGIN,05/14/2020 12:05:02,05/14/2020 12:05:52
125723181,615983587,nps,10,I completed my will and it was not bad at all. I thought it would be intense - hard. But it was never EASY. Step by step instructions and when I had a question - chat was right there with an answer.,https://app.delighted.com/r/pKT0M7s1SFhr8ksW5QgVd16hhisVu5F8,05/14/2020 12:18:25,05/14/2020 12:21:33
125723526,615983086,nps,10,,https://app.delighted.com/r/xLw3ujAbTIRJmbmHwwp15cO1BY4G7u8f,05/14/2020 12:20:41,05/14/2020 12:20:41
125724086,615983132,nps,9,,https://app.delighted.com/r/NPXkkjv20G2YvbgrWmWNkd00LP6DNMkr,05/14/2020 12:24:11,05/14/2020 12:24:11
125724199,615983254,nps,10,,https://app.delighted.com/r/S6SOHP7H9Ou7Rn5Bs3jrQGqrdbjj6Fqn,05/14/2020 12:24:47,05/14/2020 12:24:47
125729190,615983502,nps,9,,https://app.delighted.com/r/3tP1uUzlAds4zwp5Z7fZSECaSPsVqX1q,05/14/2020 12:58:00,05/14/2020 12:58:00
125730449,616104340,nps,7,,https://app.delighted.com/r/UIFW7Fkf0IhLr5T0MpWaiSNy5W3HkMtE,05/14/2020 13:06:45,05/14/2020 13:06:45
125732671,615983322,nps,10,"User friendly format
Excellent on line service with questions answered quickly",https://app.delighted.com/r/SrrO8iZFXXZS7uskTo4AufaXzZ8CUE6Q,05/14/2020 13:21:41,05/14/2020 13:22:23
125734092,615982690,nps,9,,https://app.delighted.com/r/VLyzhwT4l8t8PSmLTdzJN1CYwATGhxeD,05/14/2020 13:31:20,05/14/2020 13:31:20
125734466,615982736,nps,9,,https://app.delighted.com/r/ZwOc4Cb53NvwNcmPwwmtVeDfwXlmTZJI,05/14/2020 13:33:44,05/14/2020 13:33:44
125734532,615983282,nps,9,,https://app.delighted.com/r/myXqS2fdCl8uPpbar89D54GuPKS2CEV4,05/14/2020 13:34:07,05/14/2020 13:34:07
125737378,615983026,nps,10,,https://app.delighted.com/r/kmYQB6MaB4gvWWRwxEUhQnqcb88lSwYi,05/14/2020 13:53:32,05/14/2020 13:53:32
125738852,615982940,nps,10,,https://app.delighted.com/r/xwkyBb8xphFCFi1wKFHIkdVmOfTSrVQP,05/14/2020 14:03:50,05/14/2020 14:03:50
125745823,615982710,nps,10,Very easy to prepare Estate planning documents,https://app.delighted.com/r/XX5KFsBFjfHHsaxht5BmxTIaz9ffMCzF,05/14/2020 14:50:10,05/14/2020 14:51:17
125746861,615983547,nps,10,,https://app.delighted.com/r/rDFa8ZOsQK25Yq8J33JRolebS8wMdkYs,05/14/2020 14:57:54,05/14/2020 14:57:54
125749571,615983036,nps,10,Was very easy to use.,https://app.delighted.com/r/HWi5PrP2EUOjzNW1g30SG9ntd5fqSlPe,05/14/2020 15:16:02,05/19/2020 12:52:44
125754449,615982708,nps,10,,https://app.delighted.com/r/EQ5pNgXqUynQ7Rt7NuEa16U6WP7rDnx8,05/14/2020 15:50:48,05/14/2020 15:50:48
125759611,615983172,nps,10,,https://app.delighted.com/r/8pCijqyaBmbYaMLZ4lTmHsGyebgT3KWs,05/14/2020 16:29:28,05/14/2020 16:29:28
125759968,615983166,nps,10,Convient and through,https://app.delighted.com/r/WhJxmGxc9gJ2gBX0rtyUF6Q5YGTU228l,05/14/2020 16:32:05,05/14/2020 16:32:29
125770534,615982989,nps,10,,https://app.delighted.com/r/7p12CTJecI0e34xFJc4uJvAjLQkmLRha,05/14/2020 17:49:33,05/14/2020 17:49:33
125773808,615983472,nps,10,It’s easy to understand and easy to fill out the questions,https://app.delighted.com/r/kx4NZt70PzeqeYdJAwKCLR2KZneHBdPF,05/14/2020 18:15:51,05/14/2020 18:16:56
125777755,615982880,nps,10,,https://app.delighted.com/r/bftGexLITKLCIyH3rE41gCbyE39YfxIG,05/14/2020 18:51:56,05/14/2020 18:51:56
125780854,615983378,nps,5,"Easy, average, but not detailed.",https://app.delighted.com/r/LR8f6VFlnC212puVs42JIDJvXOa3PuFz,05/14/2020 19:20:36,05/14/2020 19:21:04
125784399,615983155,nps,10,we needed a will and you made it easy to do and free is always good. thank you,https://app.delighted.com/r/sV88oZKmQwxLBhjTfMcZUPVKABnWTh7z,05/14/2020 19:55:13,05/14/2020 19:55:59
125784936,615983601,nps,10,It was very easy to use and took very little time to complete.,https://app.delighted.com/r/vDYPkM295dgApPJ1bTFjOMcF1yLjWk4Q,05/14/2020 20:00:51,05/14/2020 20:01:18
125785338,615982888,nps,10,"Easy, and fast. Perfect.",https://app.delighted.com/r/A7mXgckzFr9ZP7qTlr6ptIylQ62DJ0Kl,05/14/2020 20:04:54,05/15/2020 15:45:42
125796699,615982759,nps,10,,https://app.delighted.com/r/YYzoTVhshK7Gb2vHgwtLQOR5GkZ8O2i9,05/14/2020 22:04:33,05/14/2020 22:04:33
125798615,615983054,nps,10,,https://app.delighted.com/r/XMrZFuN7n1P6Q4FwjoAZcihv63d4uTIT,05/14/2020 22:28:35,05/14/2020 22:28:35
125803907,615983010,nps,9,It was quick and easy. I still want to see how to modify the basic will. But seems ok for a basic will maker.,https://app.delighted.com/r/Mb0l5V7qY3wIqw6QaNoO30ePMlpXAQp5,05/14/2020 23:35:56,05/14/2020 23:37:03
125811383,615983012,nps,10,,https://app.delighted.com/r/wquQRcxs7oiR07BfNlVmNful3SCywWCb,05/15/2020 01:32:48,05/15/2020 01:32:48
125831514,615982713,nps,10,,https://app.delighted.com/r/pqTxXVxxlxmXdJpW0FgS9xcDKtuwVSgy,05/15/2020 07:26:29,05/15/2020 07:26:29
125832271,615982854,nps,10,It was free,https://app.delighted.com/r/6mTIWP4J7w599JRhfRT4NDAO5G7QTVAw,05/15/2020 07:34:11,05/15/2020 07:34:21
125846885,615983584,nps,10,ease of use and it was a offered for free,https://app.delighted.com/r/fVOBvt36fLsXTaUY96Gy6AfHvudc4Y1b,05/15/2020 09:33:32,05/15/2020 09:33:51
125854785,615982926,nps,10,It was offered for free through my work/MetLife for healthcare workers. ,https://app.delighted.com/r/AaK4CQHHtWpR02vlKPtHycm0R6KmHlGv,05/15/2020 10:29:56,05/15/2020 10:30:37
125867191,615660282,nps,10,,https://app.delighted.com/r/cHZUoWHZ7OXOiok0sL7EqUpzztZWBSK8,05/15/2020 11:51:34,05/15/2020 11:51:34
125871288,615983498,nps,10,Ease of use,https://app.delighted.com/r/Ebzc1kExPQdoA9P2VNqOzyBDUNtwN5mQ,05/15/2020 12:17:28,05/15/2020 12:17:41
125883902,615983571,nps,8,,https://app.delighted.com/r/usF18wjztNC5bgo6TilrRsQV7bfnaZhN,05/15/2020 13:45:01,05/15/2020 13:45:01
125906710,610912821,nps,8,,https://app.delighted.com/r/UG0eBh7P5VPnVKk29IAz63P2RFl1Rg2O,05/15/2020 16:32:10,05/15/2020 16:32:10
125968397,615983123,nps,10,,https://app.delighted.com/r/Cv7WP7whs5eyyhKZfa6mDOM9Mc3z3IaI,05/16/2020 07:14:23,05/16/2020 07:14:23
126002649,615983522,nps,10,,https://app.delighted.com/r/9LoV738WRecVYiNne6XbYjEZAAZjyXcU,05/16/2020 12:37:42,05/16/2020 12:37:42
126099132,615969317,nps,3,"Executor has to be one of my beneficiaries which I didn’t want. Also could not name a trustee for my grandchildren who are 2 weeks and 2 years, should my daughter predecease me",https://app.delighted.com/r/IUhF5jWK2eyEoyKaCncs7DCOfyijuoem,05/17/2020 11:06:41,05/17/2020 11:08:43
126139242,615983245,nps,10,,https://app.delighted.com/r/AbkF11PfIlVQTa0KN6CGvUTc0tJRnrYv,05/17/2020 17:25:32,05/17/2020 17:25:32
126158080,615982883,nps,10,,https://app.delighted.com/r/nQXF8xYb7oMtsy06Jm8Fldvk2hN5DoTJ,05/17/2020 20:31:40,05/17/2020 20:31:40
126211699,617450708,nps,8,N/A,https://app.delighted.com/r/Obq1O03sgtaY8uy0YjYEGSbsjSLhbTE8,05/18/2020 08:26:27,05/18/2020 08:26:35
126214742,617978012,nps,10,it was very easy and now I have my wills taken care of. thanks,https://app.delighted.com/r/IhE9lvrHdqteoHnMatOt155xjaNAxLD6,05/18/2020 08:47:56,05/18/2020 08:48:53
126226303,616239860,nps,9,,https://app.delighted.com/r/vOh3Y0swzvLsVuLfjw1QBLumzYqizP0F,05/18/2020 10:00:55,05/18/2020 10:00:55
126227022,616207865,nps,10,,https://app.delighted.com/r/F3oXpmyubUwtyelID9mdpY0d2f3mrOd7,05/18/2020 10:05:03,05/18/2020 10:05:03
126227170,615553399,nps,10,"So easy and accurate (and free!!)
Thank you.",https://app.delighted.com/r/J1vaM3juoHl598sPh2XlDNRTzQUxjDeN,05/18/2020 10:06:05,05/18/2020 10:06:57
126227817,616240741,nps,10,quick and easy,https://app.delighted.com/r/hK5dbTLHcezxft9pYnX8reNfLUrmukbJ,05/18/2020 10:09:59,05/18/2020 10:10:11
126227853,616821214,nps,10,,https://app.delighted.com/r/dNXmG95jiEfYuxSHtTvqoEehpXrl2ep6,05/18/2020 10:10:10,05/18/2020 10:10:10
126228218,616425313,nps,8,It was easy to do if you followed the template. but I couldn’t find how to customize,https://app.delighted.com/r/UQTtPVnRthRCL4shUkTPoHN4ZShOiZ6L,05/18/2020 10:12:41,05/18/2020 10:13:46
126229185,616609523,nps,10,Site was easy to use and able to complete needed tasks quickly. ,https://app.delighted.com/r/b6xoL6RfrYV6Bp8og1PPC7znGO5C3MQ4,05/18/2020 10:19:00,05/18/2020 10:19:41
126229268,616046497,nps,10,,https://app.delighted.com/r/WDwZI52PEmKRGiLwWWe3DjeleCFNgBUs,05/18/2020 10:19:29,05/19/2020 10:19:53
126229677,616996606,nps,10,I told all my friends here at  work to check it out because it was a great deal.  Plus it's great everyone no matter what age.,https://app.delighted.com/r/pCDaUnpZWAqngaGMmcMJtJD0tQJ2gb6K,05/18/2020 10:21:59,05/18/2020 10:23:02
126229823,616676264,nps,10,,https://app.delighted.com/r/VR3vprjGUeOTBo8iA0ElfhZ784xthDjx,05/18/2020 10:22:51,05/18/2020 10:22:51
126229873,615983604,nps,9,,https://app.delighted.com/r/GUvRTlNoir1UWri3ajprcLuy8AhkWWHr,05/18/2020 10:23:10,05/18/2020 10:23:10
126230203,615970424,nps,10,"Good service, easy administration & easy for my employees ",https://app.delighted.com/r/44ZUYlVMTlbiST1B374jOQ5jkuIY38l9,05/18/2020 10:25:17,05/18/2020 10:25:52
126230409,615924729,nps,8,It didn't give place to will certain things to each beneficiary.  ,https://app.delighted.com/r/RWeKwK6ZMY5zaZtJQXAx5JE4yYFWaCxj,05/18/2020 10:26:44,05/18/2020 10:26:44
126230955,616185660,nps,10,Easy and clear to use ,https://app.delighted.com/r/qwFfK78l4Kl2EYt1wY5WBVsUVsNFJARD,05/18/2020 10:30:17,05/18/2020 10:30:31
126231065,617380579,nps,8,I appreciate Metlife's willingness to provide will/estate planning services to healthcare professionals.  I think it is a thoughtful gesture.,https://app.delighted.com/r/s0JsXTcnCZNvSilTKKjfEg6dw2vKcdXI,05/18/2020 10:31:01,05/18/2020 10:31:59
126232747,615531290,nps,7,,https://app.delighted.com/r/30WBQd3GRVrIsqhLQIh0fB0zobHBfxyT,05/18/2020 10:41:41,05/18/2020 10:41:41
126233398,617882322,nps,0,,https://app.delighted.com/r/rWfzA6OrEhAGqukke92ZcDUoj0310e1L,05/18/2020 10:45:06,05/18/2020 10:45:06
126234375,615596886,nps,10,Very convenient ,https://app.delighted.com/r/CpvAHaZLK511Du3NO8nUuIMqjyJhQMoF,05/18/2020 10:51:19,05/18/2020 10:51:35
126234604,616636385,nps,10,,https://app.delighted.com/r/3HPDnD3abXhQCE7Rb4yUWkeUvS47EESs,05/18/2020 10:52:29,05/18/2020 10:52:29
126235276,616169833,nps,10,"Benefit of doing important paperwork, in case it is needed in the future.",https://app.delighted.com/r/Xn6aInRzu03901mlqxiBm4DjwT6ud0Ws,05/18/2020 10:56:20,05/18/2020 10:57:20
126235803,615991863,nps,10,,https://app.delighted.com/r/NW16ZfFIDA7kW3dfvIlAkxMo9Tno3ThU,05/18/2020 10:59:39,05/18/2020 10:59:39
